,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
5146,715765758.0,Existing Customer,54.0,F,,Uneducated,Single,Less than $40K,Blue,41.0,5.0,2.0,4.0,1438.3,814.0,624.3,0.675,4217.0,72.0,0.5,0.566,0.00033577,0.99966
5147,803097333.0,Existing Customer,41.0,M,2.0,Graduate,Married,$80K - $120K,Blue,35.0,3.0,3.0,4.0,10873.0,1514.0,9359.0,0.879,5089.0,82.0,0.783,0.139,0.000516,0.99948
5148,710411358.0,Attrited Customer,39.0,F,4.0,College,Married,$40K - $60K,Blue,28.0,4.0,2.0,4.0,7596.0,2199.0,5397.0,0.633,2164.0,45.0,0.5,0.289,0.99701,0.00299329
5149,715660308.0,Attrited Customer,54.0,F,3.0,College,Married,Less than $40K,Blue,44.0,5.0,3.0,2.0,2921.0,2412.0,509.0,0.823,2612.0,33.0,0.375,0.826,0.99452,0.00548
5150,711866358.0,Existing Customer,42.0,F,3.0,High School,Single,$40K - $60K,Blue,30.0,4.0,2.0,3.0,10136.0,0.0,10136.0,0.428,4429.0,78.0,0.472,0.0,0.00019311,0.99981
5151,710738883.0,Existing Customer,52.0,F,3.0,High School,Married,Less than $40K,Blue,36.0,4.0,2.0,3.0,2187.0,1094.0,1093.0,0.843,4222.0,61.0,0.649,0.5,0.00019311,0.99981
5152,717822108.0,Existing Customer,60.0,F,0.0,Uneducated,Single,Less than $40K,Blue,48.0,3.0,2.0,3.0,3302.0,,785.0,0.785,4613.0,85.0,0.932,0.762,0.00016891,0.99983
5153,714407058.0,Existing Customer,40.0,M,3.0,Uneducated,Divorced,$80K - $120K,Blue,29.0,3.0,2.0,1.0,30997.0,2330.0,28667.0,0.65,3821.0,81.0,0.841,0.075,7.3235e-05,0.99993
5154,710744433.0,Existing Customer,48.0,F,1.0,Uneducated,Single,Less than $40K,Blue,38.0,5.0,2.0,0.0,2578.0,2424.0,154.0,0.517,4077.0,78.0,0.625,0.94,4.0521e-05,0.99996
5155,778959258.0,Attrited Customer,51.0,F,1.0,Unknown,Married,Less than $40K,Blue,32.0,5.0,3.0,3.0,1438.3,0.0,1438.3,0.905,2585.0,45.0,0.5,0.0,0.99681,0.00319278
5156,713320008.0,Existing Customer,48.0,M,3.0,Graduate,Single,$80K - $120K,Blue,37.0,3.0,3.0,2.0,3034.0,468.0,2566.0,0.553,4172.0,66.0,0.784,0.154,0.00018665,0.99981
5157,766795983.0,Existing Customer,46.0,F,1.0,Unknown,Single,Less than $40K,Blue,40.0,4.0,2.0,2.0,1438.3,,1438.3,0.756,4692.0,91.0,0.596,0.0,0.00011743,0.99988
5158,716256483.0,Existing Customer,50.0,F,2.0,Graduate,Single,Unknown,Blue,36.0,6.0,2.0,4.0,,1824.0,787.0,0.711,4232.0,80.0,0.633,0.699,0.00032656,0.99967
5159,712364283.0,Existing Customer,54.0,F,2.0,Doctorate,Married,$40K - $60K,Blue,43.0,5.0,3.0,2.0,2222.0,1398.0,824.0,0.785,3960.0,79.0,0.756,0.629,0.00026028,0.99974
5160,714620358.0,Attrited Customer,37.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,30.0,3.0,3.0,4.0,3328.0,2517.0,811.0,0.553,2196.0,47.0,0.621,0.756,0.99807,0.00193323
5161,709145958.0,Attrited Customer,43.0,F,3.0,Unknown,Married,Less than $40K,Blue,36.0,2.0,2.0,2.0,2440.0,1002.0,1438.0,0.061,1533.0,42.0,0.105,0.411,0.99236,0.00764
5162,709787733.0,Existing Customer,54.0,F,4.0,College,Single,Unknown,Blue,48.0,3.0,2.0,2.0,9723.0,1307.0,8416.0,0.803,4043.0,76.0,0.9,0.134,0.00011605,0.99988
5163,809071083.0,Existing Customer,60.0,F,1.0,Graduate,Single,Less than $40K,Blue,55.0,4.0,1.0,0.0,2346.0,2150.0,196.0,0.666,4592.0,90.0,0.8,0.916,1.9069e-05,0.99998
5164,721165608.0,Existing Customer,51.0,M,2.0,Graduate,Married,$60K - $80K,Silver,36.0,3.0,6.0,3.0,26142.0,0.0,26142.0,0.651,3969.0,78.0,0.902,0.0,0.00021578,0.99978
5165,716668308.0,Attrited Customer,39.0,F,4.0,High School,Single,Unknown,Blue,36.0,3.0,2.0,4.0,12405.0,0.0,12405.0,0.949,3151.0,39.0,0.444,0.0,0.99701,0.00299357
5166,708760458.0,Existing Customer,47.0,M,,High School,Single,$80K - $120K,Blue,36.0,4.0,3.0,4.0,17655.0,0.0,17655.0,0.583,3692.0,79.0,0.549,0.0,0.00047086,0.99953
5167,720333783.0,Existing Customer,51.0,F,2.0,Unknown,Married,Less than $40K,Blue,33.0,3.0,1.0,4.0,4941.0,,,0.833,3822.0,50.0,1.083,0.159,0.00017371,0.99983
5168,789212883.0,Attrited Customer,30.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,19.0,6.0,1.0,2.0,1644.0,0.0,1644.0,0.82,2533.0,44.0,0.517,0.0,0.98154,0.01846
5169,711341433.0,Existing Customer,34.0,F,2.0,Graduate,Single,Unknown,Blue,24.0,6.0,3.0,3.0,3095.0,2010.0,1085.0,0.668,3901.0,77.0,0.711,0.649,0.00030251,0.9997
5170,720235608.0,Existing Customer,60.0,F,0.0,Graduate,Unknown,Less than $40K,Blue,36.0,4.0,3.0,1.0,3828.0,0.0,3828.0,0.599,4470.0,58.0,0.812,0.0,9.3087e-05,0.99991
5171,716890533.0,Existing Customer,49.0,F,2.0,Uneducated,Single,Less than $40K,Blue,36.0,6.0,2.0,2.0,,1722.0,460.0,0.937,5377.0,86.0,0.654,0.789,0.00011703,0.99988
5172,708491508.0,Existing Customer,51.0,M,2.0,Unknown,Single,$60K - $80K,Blue,42.0,3.0,3.0,2.0,13906.0,1430.0,12476.0,0.772,3856.0,68.0,1.061,0.103,0.00019771,0.9998
5173,718542858.0,Existing Customer,50.0,M,1.0,High School,Married,$80K - $120K,Blue,36.0,6.0,3.0,2.0,10588.0,994.0,9594.0,0.786,4623.0,84.0,0.585,0.094,0.00016413,0.99984
5174,717750858.0,Existing Customer,32.0,F,2.0,Post-Graduate,Single,Less than $40K,Blue,16.0,3.0,3.0,2.0,2973.0,2446.0,527.0,0.612,3769.0,78.0,0.95,0.823,0.00021165,0.99979
5175,712450008.0,Attrited Customer,50.0,F,2.0,Post-Graduate,Married,Unknown,Blue,36.0,5.0,2.0,4.0,4045.0,0.0,4045.0,0.66,2438.0,41.0,0.464,0.0,0.99741,0.00259482
5176,827628408.0,Existing Customer,40.0,M,4.0,Graduate,Married,$80K - $120K,Blue,36.0,3.0,3.0,2.0,2165.0,1465.0,700.0,0.622,3672.0,64.0,0.73,0.677,,0.99981
5177,713492583.0,Attrited Customer,34.0,F,2.0,Graduate,Married,Less than $40K,Blue,29.0,5.0,2.0,2.0,5845.0,0.0,5845.0,0.504,2308.0,35.0,0.591,0.0,0.99129,0.00871
5178,718054833.0,Existing Customer,50.0,M,2.0,Unknown,Single,$120K +,Blue,37.0,6.0,3.0,4.0,15341.0,1016.0,14325.0,0.709,2916.0,65.0,0.548,0.066,0.00056716,0.99943
5179,788770908.0,Existing Customer,45.0,M,4.0,College,Married,$60K - $80K,Blue,26.0,6.0,2.0,2.0,3035.0,1498.0,1537.0,0.903,4275.0,67.0,0.675,0.494,0.00011605,0.99988
5180,710175783.0,Existing Customer,45.0,F,3.0,High School,Single,Unknown,Blue,25.0,4.0,2.0,1.0,1986.0,1042.0,944.0,0.593,4303.0,59.0,0.788,0.525,,0.99993
5181,715429608.0,Existing Customer,45.0,F,3.0,College,Married,Less than $40K,Blue,37.0,4.0,3.0,1.0,4602.0,1517.0,3085.0,1.292,3520.0,66.0,1.0,0.33,0.00010944,0.99989
5182,714058308.0,Attrited Customer,43.0,F,5.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,3.0,4.0,2689.0,2384.0,305.0,0.365,1941.0,53.0,0.656,0.887,0.99818,0.00182139
5183,717965808.0,Existing Customer,65.0,M,0.0,Unknown,,$40K - $60K,Blue,,5.0,1.0,4.0,9383.0,829.0,8554.0,0.515,5783.0,73.0,0.622,0.088,0.00014907,0.99985
5184,709265208.0,Existing Customer,47.0,F,4.0,Graduate,Single,Less than $40K,Blue,37.0,4.0,3.0,2.0,1438.3,780.0,658.3,0.66,4422.0,59.0,0.844,0.542,0.00018864,0.99981
5185,713114133.0,Attrited Customer,42.0,F,2.0,Uneducated,Single,Less than $40K,Blue,23.0,4.0,2.0,3.0,1443.0,0.0,1443.0,0.529,2092.0,38.0,0.31,0.0,0.99495,0.00505
5186,721349883.0,Existing Customer,51.0,F,4.0,Graduate,Single,Less than $40K,Blue,39.0,3.0,2.0,1.0,2847.0,2082.0,765.0,0.787,3672.0,59.0,0.553,0.731,7.1987e-05,0.99993
5187,758965158.0,Existing Customer,,M,5.0,High School,Single,$80K - $120K,Blue,37.0,4.0,2.0,3.0,15638.0,1729.0,13909.0,0.843,4396.0,83.0,0.566,0.111,0.00019213,0.99981
5188,749722908.0,Existing Customer,43.0,M,2.0,Post-Graduate,Married,$120K +,,36.0,3.0,3.0,2.0,10700.0,1346.0,9354.0,0.639,4054.0,68.0,0.7,0.126,0.00021165,0.99979
5189,709495833.0,Attrited Customer,44.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,2.0,4.0,1438.3,0.0,1438.3,0.421,1944.0,36.0,0.5,0.0,0.99695,0.00305189
5190,717575958.0,Attrited Customer,50.0,,,Post-Graduate,Married,$40K - $60K,Blue,41.0,6.0,3.0,3.0,1694.0,479.0,1215.0,0.838,2349.0,42.0,0.312,0.283,0.99702,0.00298315
5191,714406158.0,Attrited Customer,53.0,F,3.0,High School,Divorced,Unknown,Blue,36.0,4.0,3.0,6.0,7939.0,0.0,7939.0,0.551,2269.0,42.0,0.312,0.0,0.99937,0.00063174
5192,767243208.0,Existing Customer,42.0,F,3.0,Graduate,Single,Less than $40K,Blue,35.0,3.0,2.0,2.0,2555.0,1587.0,968.0,1.088,4193.0,79.0,,0.621,0.00011811,0.99988
5193,711515433.0,Existing Customer,55.0,F,2.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,1.0,2.0,2850.0,2517.0,333.0,0.625,4320.0,85.0,0.735,0.883,6.054e-05,0.99994
5194,720190908.0,Existing Customer,59.0,M,1.0,High School,Single,$60K - $80K,Blue,51.0,6.0,2.0,4.0,8973.0,1300.0,7673.0,0.568,4699.0,72.0,0.714,0.145,0.00029799,0.9997
5195,818814933.0,Existing Customer,58.0,F,1.0,Unknown,Single,$40K - $60K,Blue,53.0,3.0,3.0,1.0,6960.0,1536.0,5424.0,0.437,3112.0,79.0,0.549,0.221,0.00011192,0.99989
5196,719794383.0,Existing Customer,60.0,F,2.0,College,Married,Less than $40K,Blue,41.0,6.0,2.0,2.0,4167.0,0.0,4167.0,0.917,5039.0,85.0,0.809,0.0,0.00011066,0.99989
5197,709766808.0,Existing Customer,,F,2.0,Uneducated,Married,Unknown,Blue,36.0,4.0,3.0,2.0,5099.0,1178.0,3921.0,0.912,3819.0,82.0,0.864,0.231,0.00018494,0.99982
5198,709666908.0,Existing Customer,42.0,F,4.0,Graduate,Divorced,Unknown,Blue,36.0,3.0,3.0,1.0,2782.0,1782.0,1000.0,0.853,4669.0,93.0,0.755,0.641,0.00011377,0.99989
5199,794653983.0,Existing Customer,44.0,F,3.0,Graduate,Married,Less than $40K,Blue,27.0,3.0,1.0,4.0,1480.0,1017.0,463.0,1.008,5245.0,80.0,0.86,0.687,0.00016399,0.99984
5200,716593533.0,Existing Customer,56.0,M,1.0,High School,Single,$80K - $120K,Blue,45.0,4.0,1.0,3.0,5070.0,0.0,5070.0,1.01,3651.0,76.0,0.652,0.0,8.453e-05,0.99992
5201,714113658.0,Existing Customer,52.0,M,2.0,Unknown,Single,$80K - $120K,Blue,41.0,3.0,3.0,1.0,2757.0,1425.0,1332.0,0.574,3992.0,76.0,1.054,0.517,0.00011924,0.99988
5202,708776658.0,Existing Customer,54.0,M,2.0,Unknown,Married,$80K - $120K,Blue,,6.0,3.0,2.0,5774.0,1519.0,4255.0,0.458,4444.0,70.0,0.667,0.263,0.00019771,0.9998
5203,712225008.0,Existing Customer,55.0,M,2.0,Graduate,Married,$60K - $80K,Blue,44.0,6.0,6.0,3.0,6054.0,1103.0,4951.0,0.613,3998.0,80.0,0.739,0.182,0.00023881,0.99976
5204,787450758.0,Existing Customer,57.0,M,1.0,Unknown,Single,$60K - $80K,Blue,43.0,3.0,3.0,1.0,,0.0,19090.0,0.53,4712.0,88.0,0.517,0.0,0.00011192,0.99989
5205,789099783.0,Existing Customer,43.0,F,2.0,Unknown,Married,Less than $40K,Blue,31.0,6.0,3.0,,2069.0,839.0,,0.923,4117.0,70.0,0.707,0.406,0.00033251,0.99967
5206,711751533.0,Existing Customer,47.0,F,4.0,Graduate,Married,Less than $40K,Blue,37.0,3.0,1.0,3.0,2447.0,1973.0,474.0,0.476,4784.0,75.0,0.562,0.806,9.7154e-05,0.9999
5207,708367908.0,Existing Customer,56.0,F,1.0,Uneducated,Married,Less than $40K,Blue,47.0,6.0,1.0,2.0,3022.0,1627.0,1395.0,0.835,4390.0,82.0,0.783,0.538,5.3155e-05,0.99995
5208,714951858.0,Existing Customer,44.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,1.0,3.0,4473.0,0.0,4473.0,0.543,4047.0,56.0,0.75,0.0,9.2637e-05,0.99991
5209,720436008.0,Existing Customer,54.0,F,1.0,Doctorate,Unknown,Less than $40K,Blue,43.0,4.0,6.0,4.0,5267.0,0.0,5267.0,0.631,4196.0,81.0,0.588,0.0,0.00055326,0.99945
5210,718984533.0,Existing Customer,37.0,M,3.0,Graduate,Single,$80K - $120K,Blue,29.0,6.0,2.0,4.0,7199.0,1274.0,5925.0,0.639,4552.0,100.0,0.786,0.177,0.00033886,0.99966
5211,716982483.0,Existing Customer,49.0,F,2.0,Graduate,Married,Less than $40K,Blue,38.0,3.0,4.0,2.0,1438.3,0.0,1438.3,,4497.0,79.0,0.612,0.0,0.00021738,0.99978
5212,708681708.0,Attrited Customer,51.0,F,2.0,Unknown,Single,Less than $40K,Blue,43.0,5.0,3.0,2.0,3245.0,0.0,3245.0,0.553,1977.0,29.0,0.261,0.0,0.99497,0.00503
5213,720202008.0,Existing Customer,47.0,F,5.0,Unknown,Single,$40K - $60K,Blue,40.0,4.0,3.0,4.0,,2517.0,1371.0,0.641,4377.0,88.0,0.725,0.647,0.00058553,0.99941
5214,714483033.0,Existing Customer,45.0,F,5.0,Unknown,Married,Unknown,Blue,40.0,3.0,2.0,2.0,14728.0,0.0,14728.0,0.708,4660.0,85.0,0.735,0.0,0.00012916,0.99987
5215,711468708.0,Attrited Customer,38.0,,,High School,Single,$40K - $60K,Blue,31.0,4.0,3.0,2.0,1438.3,0.0,1438.3,0.406,1986.0,52.0,0.486,0.0,0.99458,0.00542
5216,821724483.0,Attrited Customer,48.0,M,4.0,Unknown,Single,$40K - $60K,Blue,43.0,2.0,3.0,2.0,11272.0,1744.0,9528.0,0.347,1455.0,34.0,0.214,0.155,0.9952,0.00479863
5217,716402508.0,Existing Customer,49.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,4.0,3.0,3.0,2705.0,1681.0,1024.0,0.577,4265.0,87.0,0.776,0.621,0.0003139,0.99969
5218,721189008.0,Existing Customer,41.0,M,4.0,Graduate,Married,$80K - $120K,Blue,27.0,4.0,2.0,4.0,12270.0,0.0,12270.0,0.543,4578.0,67.0,0.811,0.0,0.00034248,0.99966
5219,712867983.0,Existing Customer,54.0,F,2.0,Uneducated,Single,Less than $40K,Blue,43.0,6.0,1.0,4.0,3006.0,633.0,2373.0,0.733,5177.0,66.0,0.65,0.211,0.00016249,0.99984
5220,713814408.0,Existing Customer,39.0,M,,Uneducated,Single,$80K - $120K,Blue,36.0,6.0,2.0,4.0,7901.0,1184.0,6717.0,0.863,3667.0,66.0,0.784,0.15,0.00033577,0.99966
5221,716671983.0,Existing Customer,38.0,M,0.0,High School,Single,$80K - $120K,Blue,29.0,3.0,3.0,2.0,5983.0,1885.0,4098.0,0.601,4141.0,65.0,0.711,0.315,0.00015005,0.99985
5222,708252108.0,Existing Customer,64.0,M,0.0,College,Single,$40K - $60K,Blue,53.0,6.0,3.0,2.0,7362.0,1907.0,5455.0,0.693,4065.0,65.0,0.711,0.259,0.00015007,0.99985
5223,717212958.0,Existing Customer,55.0,M,2.0,Doctorate,Single,$80K - $120K,Blue,36.0,6.0,3.0,3.0,3046.0,2415.0,631.0,0.492,3153.0,57.0,0.583,0.793,0.00043772,0.99956
5224,713048733.0,Existing Customer,50.0,M,2.0,Uneducated,,$120K +,Blue,40.0,3.0,1.0,1.0,34516.0,1871.0,32645.0,0.356,4054.0,75.0,0.364,0.054,3.415e-05,0.99997
5225,779841483.0,Attrited Customer,55.0,F,1.0,Doctorate,Married,Unknown,Blue,39.0,1.0,3.0,3.0,12972.0,1424.0,11548.0,0.525,2238.0,36.0,0.2,0.11,0.99757,0.00242697
5226,710701233.0,Existing Customer,44.0,F,5.0,Graduate,Single,Unknown,Blue,37.0,3.0,1.0,1.0,17785.0,1259.0,16526.0,0.806,3890.0,72.0,1.118,0.071,3.429e-05,0.99997
5227,718837683.0,Existing Customer,55.0,M,2.0,High School,Single,$120K +,Blue,49.0,6.0,3.0,4.0,3029.0,1505.0,1524.0,0.56,2394.0,50.0,0.471,0.497,0.00050163,0.9995
5228,718127958.0,Existing Customer,58.0,M,0.0,Graduate,Divorced,Unknown,Blue,36.0,4.0,2.0,,9097.0,1656.0,7441.0,0.813,4174.0,85.0,0.7,0.182,9.7673e-05,0.9999
5229,718685358.0,Existing Customer,51.0,F,2.0,Uneducated,Single,Less than $40K,Blue,44.0,6.0,1.0,4.0,1438.3,0.0,1438.3,0.827,4488.0,84.0,0.826,0.0,0.00016249,0.99984
5230,771559158.0,Existing Customer,58.0,M,3.0,Uneducated,Unknown,$80K - $120K,Blue,46.0,3.0,1.0,3.0,2375.0,1163.0,1212.0,0.917,4769.0,80.0,0.905,0.49,9.8837e-05,0.9999
5231,710138883.0,Attrited Customer,47.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,2.0,8109.0,0.0,,0.601,1835.0,43.0,0.344,0.0,0.99161,0.00839
5232,711197658.0,Existing Customer,53.0,F,1.0,Post-Graduate,Single,$40K - $60K,,43.0,5.0,1.0,0.0,2618.0,2026.0,592.0,0.669,4198.0,68.0,0.619,0.774,2.2438e-05,0.99998
5233,709045683.0,Existing Customer,42.0,F,3.0,Uneducated,Married,Unknown,Blue,30.0,3.0,2.0,1.0,3549.0,0.0,3549.0,0.584,3921.0,63.0,0.8,0.0,7.3235e-05,0.99993
5234,708272808.0,Existing Customer,45.0,M,5.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,2.0,1.0,2718.0,1474.0,1244.0,0.71,3542.0,59.0,0.639,0.542,7.0865e-05,0.99993
5235,720292983.0,Existing Customer,60.0,F,0.0,Graduate,Married,Less than $40K,Blue,51.0,6.0,1.0,2.0,2230.0,1796.0,434.0,0.637,4929.0,61.0,0.488,0.805,4.7263e-05,0.99995
5236,709112508.0,Attrited Customer,42.0,F,3.0,College,,Less than $40K,Blue,36.0,3.0,3.0,4.0,3802.0,1300.0,2502.0,0.627,2165.0,36.0,0.385,0.342,0.99808,0.0019163
5237,712840608.0,Existing Customer,55.0,F,2.0,Uneducated,Married,Less than $40K,Blue,43.0,6.0,2.0,3.0,2736.0,993.0,1743.0,1.06,4078.0,85.0,0.977,0.363,0.00019683,0.9998
5238,788920308.0,Existing Customer,51.0,F,2.0,High School,Married,Less than $40K,Blue,37.0,3.0,2.0,1.0,,1250.0,1008.0,0.611,4368.0,75.0,0.596,0.554,6.6728e-05,0.99993
5239,718160358.0,Attrited Customer,51.0,F,1.0,Graduate,Married,Less than $40K,Blue,,5.0,3.0,2.0,1438.3,0.0,1438.3,0.885,2492.0,35.0,0.296,0.0,0.99411,0.00589
5240,719325783.0,Attrited Customer,65.0,,2.0,Unknown,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,2954.0,2517.0,437.0,0.619,1909.0,28.0,0.474,0.852,0.99527,0.00472896
5241,712885533.0,Existing Customer,50.0,M,4.0,Graduate,Married,$80K - $120K,Blue,31.0,6.0,3.0,2.0,11882.0,1472.0,10410.0,0.413,3291.0,62.0,0.722,0.124,0.00018864,0.99981
5242,719268333.0,Existing Customer,49.0,F,,Uneducated,Married,Less than $40K,Blue,36.0,5.0,3.0,4.0,1438.3,0.0,1438.3,0.929,4205.0,88.0,0.66,0.0,,0.99945
5243,721004133.0,Existing Customer,38.0,F,2.0,Graduate,Single,Less than $40K,Blue,25.0,6.0,2.0,2.0,1438.3,538.0,900.3,0.675,4093.0,73.0,0.659,0.374,0.00011382,0.99989
5244,714103908.0,Existing Customer,54.0,F,3.0,Doctorate,Single,Less than $40K,Blue,36.0,4.0,2.0,2.0,2778.0,743.0,2035.0,0.812,4515.0,74.0,0.51,0.267,0.00017091,0.99983
5245,771502383.0,Existing Customer,54.0,F,,High School,Married,Less than $40K,Blue,42.0,3.0,5.0,4.0,2474.0,1539.0,935.0,0.649,4884.0,80.0,0.509,0.622,0.00052589,0.99947
5246,713014533.0,Existing Customer,54.0,F,3.0,Unknown,Single,$40K - $60K,Blue,43.0,6.0,3.0,4.0,5632.0,1596.0,4036.0,0.951,3557.0,64.0,1.065,0.283,0.00058851,0.99941
5247,713980383.0,Attrited Customer,49.0,F,3.0,Graduate,Single,Unknown,Blue,38.0,1.0,2.0,4.0,11025.0,0.0,11025.0,0.501,1902.0,28.0,0.273,0.0,0.99706,0.00294141
5248,711294258.0,Existing Customer,43.0,F,1.0,Graduate,Single,Less than $40K,Blue,38.0,3.0,3.0,3.0,2642.0,2377.0,265.0,0.829,4780.0,88.0,0.725,0.9,0.00028395,0.99972
5249,719954733.0,Existing Customer,43.0,M,2.0,Graduate,Married,$80K - $120K,Blue,28.0,5.0,6.0,3.0,30357.0,1255.0,29102.0,0.788,4435.0,68.0,0.889,0.041,0.00023881,0.99976
5250,711561933.0,Existing Customer,57.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,47.0,6.0,6.0,1.0,2201.0,1420.0,781.0,0.762,4256.0,70.0,0.591,0.645,8.2643e-05,0.99992
5251,826077033.0,Attrited Customer,46.0,F,2.0,Unknown,Married,Less than $40K,Blue,42.0,1.0,0.0,4.0,2002.0,0.0,2002.0,0.803,2423.0,39.0,0.857,0.0,0.98468,0.01532
5252,711555483.0,Existing Customer,43.0,,3.0,High School,Unknown,Unknown,Blue,36.0,3.0,3.0,2.0,8777.0,2517.0,6260.0,0.696,4551.0,83.0,0.729,0.287,0.00018145,0.99982
5253,715194183.0,Attrited Customer,53.0,F,2.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,3.0,4.0,2575.0,411.0,2164.0,0.833,2423.0,43.0,0.593,0.16,0.99824,0.00175907
5254,716929233.0,Existing Customer,43.0,F,,Post-Graduate,Single,$40K - $60K,Blue,24.0,3.0,3.0,4.0,5182.0,1607.0,3575.0,0.874,5235.0,92.0,0.586,0.31,0.00062998,0.99937
5255,709014558.0,Existing Customer,49.0,M,2.0,Uneducated,Married,$60K - $80K,Blue,42.0,3.0,3.0,2.0,3783.0,0.0,3783.0,0.59,4383.0,82.0,0.783,0.0,0.00018494,0.99982
5256,710636208.0,Existing Customer,51.0,M,3.0,Uneducated,Married,$120K +,,40.0,3.0,5.0,3.0,34516.0,0.0,34516.0,0.922,3847.0,74.0,0.805,0.0,0.00036048,0.99964
5257,815525508.0,Existing Customer,46.0,F,3.0,High School,Unknown,Less than $40K,Blue,41.0,2.0,1.0,4.0,1515.0,0.0,1515.0,0.819,3894.0,60.0,0.818,0.0,0.00015942,0.99984
5258,718746933.0,Existing Customer,56.0,F,3.0,High School,Married,Less than $40K,Blue,47.0,6.0,3.0,4.0,2865.0,2022.0,843.0,0.547,3441.0,66.0,0.65,0.706,0.00052052,0.99948
5259,715686183.0,Existing Customer,46.0,F,4.0,Graduate,Single,$40K - $60K,,34.0,6.0,2.0,1.0,2711.0,0.0,2711.0,0.636,4795.0,65.0,1.031,0.0,7.1987e-05,0.99993
5260,741778458.0,Existing Customer,54.0,F,2.0,Unknown,Single,Less than $40K,Blue,47.0,3.0,2.0,3.0,2341.0,1550.0,791.0,0.656,3406.0,57.0,1.478,0.662,0.00021042,0.99979
5261,801056358.0,Existing Customer,51.0,M,1.0,High School,Single,$80K - $120K,Blue,45.0,6.0,1.0,3.0,13287.0,1864.0,11423.0,0.603,3851.0,75.0,0.705,0.14,8.453e-05,0.99992
5262,709486158.0,Existing Customer,33.0,F,3.0,Graduate,Married,Less than $40K,Blue,20.0,5.0,1.0,3.0,1438.3,0.0,1438.3,0.896,4530.0,72.0,0.636,0.0,9.6126e-05,0.9999
5263,713826183.0,Attrited Customer,41.0,M,3.0,High School,Unknown,$40K - $60K,Blue,33.0,4.0,3.0,4.0,1639.0,0.0,1639.0,0.481,2242.0,44.0,0.571,0.0,0.99808,0.00191647
5264,803342358.0,Existing Customer,55.0,M,3.0,Graduate,Married,$60K - $80K,Blue,49.0,3.0,1.0,4.0,5668.0,2517.0,3151.0,0.704,3382.0,56.0,0.931,0.444,0.00016399,0.99984
5265,780292683.0,Attrited Customer,55.0,M,1.0,Uneducated,Single,$120K +,Blue,41.0,3.0,4.0,4.0,24542.0,2354.0,22188.0,0.314,984.0,24.0,0.263,0.096,0.99834,0.00165792
5266,788646858.0,Existing Customer,41.0,F,3.0,Graduate,Married,Less than $40K,Blue,29.0,6.0,3.0,1.0,1959.0,1268.0,691.0,0.731,4275.0,61.0,0.649,0.647,0.00011256,0.99989
5267,711116133.0,Attrited Customer,50.0,F,1.0,Uneducated,Single,Less than $40K,Blue,37.0,3.0,2.0,4.0,1838.0,0.0,1838.0,0.743,2461.0,47.0,1.136,0.0,0.99684,0.0031619
5268,708584208.0,Attrited Customer,,F,2.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,,3111.0,2517.0,594.0,0.646,2367.0,41.0,0.519,0.809,0.99695,0.00305189
5269,789097833.0,Existing Customer,39.0,F,0.0,High School,Single,Less than $40K,Blue,27.0,4.0,3.0,3.0,,720.0,3207.0,0.63,4230.0,93.0,0.898,0.183,0.00025237,0.99975
5270,709443633.0,Existing Customer,38.0,F,1.0,Uneducated,Married,Less than $40K,Blue,26.0,5.0,1.0,1.0,4345.0,838.0,3507.0,0.593,4770.0,62.0,0.722,0.193,3.2055e-05,0.99997
5271,767280633.0,Existing Customer,46.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,39.0,5.0,2.0,2.0,3003.0,1454.0,1549.0,0.595,4378.0,96.0,,0.484,0.00011382,0.99989
5272,713096583.0,Attrited Customer,40.0,F,1.0,High School,Single,Less than $40K,Blue,36.0,4.0,3.0,2.0,1438.3,544.0,894.3,0.543,2294.0,40.0,0.739,0.378,0.99395,0.00605
